City,Count of Customer ID,Customer Name,Customer Segment,Sum of Discount,Year,Quarter,Month,Day,Count of Order ID,Order Priority,Count of Postal Code,Sum of Product Base Margin,Product Category,Product Container,Product Name,Product Sub-Category,Sum of Profit,Sum of Quantity ordered new,Region,Count of Row ID,Sum of Sales,Year,Quarter,Month,Day,Ship Mode,Sum of Shipping Cost,State or Province,Sum of Unit Price
Allen Park,1,Kristina Collier,Consumer,0.03,2010,Qtr 3,August,10,1,Critical,1,0.37,Technology,Small Pack,Accessory20,Telephones and Communication,790.5468,16,Central,1,1145.72,2010,Qtr 3,August,12,Regular Air,3.3,Michigan,85.99
Allentown,1,Jean Webster,Small Business,0.08,2010,Qtr 1,January,14,1,Critical,1,0.58,Office Supplies,Small Box,Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags,Appliances,-209.25,7,East,1,56.44,2010,Qtr 1,January,16,Regular Air,9.23,Pennsylvania,7.77
Allentown,1,Jean Webster,Small Business,0.1,2010,Qtr 1,January,14,1,Critical,1,0.37,Office Supplies,Small Box,Xerox 1939,Paper,-9.163599999999999,3,East,1,56.73,2010,Qtr 1,January,16,Express Air,9.54,Pennsylvania,18.97
Allentown,1,Jean Webster,Small Business,0.02,2010,Qtr 4,November,17,1,Low,1,0.6,Office Supplies,Small Box,Eureka Disposable Bags for Sanitaire® Vibra Groomer I® Upright Vac,Appliances,12.706000000000017,12,East,1,64.41,2010,Qtr 4,November,21,Express Air,6.89,Pennsylvania,4.06
Allentown,1,Jean Webster,Small Business,0.07,2010,Qtr 4,November,17,1,Low,1,0.39,Technology,Medium Box,"Sharp EL501VB Scientific Calculator, Battery Operated, 10-Digit Display, Hard Case",Office Machines,7.7151600000000045,37,East,1,344.57,2010,Qtr 4,November,21,Regular Air,5.76,Pennsylvania,9.49
Allentown,1,Jean Webster,Small Business,0.05,2011,Qtr 1,January,12,1,High,1,0.41,Furniture,Small Pack,"Executive Impressions 14"" Contract Wall Clock with Quartz Movement",Office Furnishings,148.7396,10,East,1,219.83,2011,Qtr 1,January,14,Regular Air,8.99,Pennsylvania,22.23
Allentown,1,Jean Webster,Small Business,0.03,2011,Qtr 1,January,12,1,High,1,0.58,Office Supplies,Small Pack,Rogers Handheld Barrel Pencil Sharpener,Pens & Art Supplies,-8.419599999999999,1,East,1,4.44,2011,Qtr 1,January,15,Regular Air,3.5,Pennsylvania,2.74
Allentown,1,Jean Webster,Small Business,0.02,2012,Qtr 3,September,4,1,Low,1,0.45,Furniture,Small Pack,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",Office Furnishings,-25.86,11,East,1,105.68,2012,Qtr 3,September,8,Regular Air,7.29,Pennsylvania,9.48
Allentown,1,Jean Webster,Small Business,0.02,2013,Qtr 1,January,14,1,Critical,1,0.56,Technology,Jumbo Drum,Okidata ML184 Turbo Dot Matrix Printers,Office Machines,1083.0836,6,East,1,1879.03,2013,Qtr 1,January,14,Delivery Truck,26.53,Pennsylvania,306.14
Allentown,1,Jean Webster,Small Business,0.05,2013,Qtr 2,April,28,1,Not Specified,1,0.37,Office Supplies,Small Box,Xerox 194,Paper,333.0906,9,East,1,482.74,2013,Qtr 2,April,29,Express Air,14.3,Pennsylvania,55.48
Aloha,1,Janice Woods,Small Business,0.05,2011,Qtr 4,December,1,1,Critical,1,0.41,Furniture,Small Pack,"Executive Impressions 14""",Office Furnishings,3.945,2,West,1,47.22,2011,Qtr 4,December,3,Regular Air,5.08,Oregon,22.23
Aloha,1,Janice Woods,Small Business,0.09,2012,Qtr 1,February,9,1,Critical,1,0.78,Technology,Small Box,Acco Keyboard-In-A-Box®,Computer Peripherals,-6.34,14,West,1,404.59,2012,Qtr 1,February,10,Express Air,4,Oregon,29.1
Aloha,1,Janice Woods,Small Business,0.01,2012,Qtr 1,February,9,1,Critical,1,0.57,Technology,Small Box,LX 677,Telephones and Communication,-186.67,3,West,1,282.49,2012,Qtr 1,February,12,Regular Air,8.99,Oregon,110.99
Aloha,1,Janice Woods,Small Business,0.09,2012,Qtr 2,April,9,1,Not Specified,1,0.4,Office Supplies,Small Box,Avery Reinforcements for Hole-Punch Pages,Binders and Binder Accessories,-115.71300000000001,8,West,1,16.74,2012,Qtr 2,April,9,Regular Air,4.77,Oregon,1.98
Aloha,1,Janice Woods,Small Business,0.05,2012,Qtr 2,April,9,1,Not Specified,1,0.55,Technology,Small Box,Accessory35,Telephones and Communication,210.55349999999996,10,West,1,305.15,2012,Qtr 2,April,10,Regular Air,1.1,Oregon,35.99
Aloha,1,Janice Woods,Small Business,0,2013,Qtr 3,July,13,1,Not Specified,1,0.58,Technology,Small Box,Talkabout T8097,Telephones and Communication,1280.6192999999998,10,West,1,1855.97,2013,Qtr 3,July,15,Regular Air,8.99,Oregon,205.99
Altamonte Springs,1,Bill Hudson,Consumer,0.01,2012,Qtr 3,August,8,1,High,1,0.36,Office Supplies,Small Box,Xerox 1893,Paper,-296.114,21,South,1,869.24,2012,Qtr 3,August,9,Regular Air,17.48,Florida,40.99
Altamonte Springs,1,Sandy Hunt,Consumer,0.06,2010,Qtr 2,April,9,1,High,1,0.55,Furniture,Jumbo Drum,Global Leather Executive Chair,Chairs & Chairmats,-302.6156,10,South,1,3506.78,2010,Qtr 2,April,11,Delivery Truck,39,Florida,350.99
Altamonte Springs,1,Sandy Hunt,Consumer,0.09,2010,Qtr 2,April,9,1,High,1,,Furniture,Jumbo Drum,"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",Tables,-369.10999999999996,7,South,1,2307.26,2010,Qtr 2,April,10,Delivery Truck,60,Florida,349.45
Altamonte Springs,1,Sandy Hunt,Consumer,0.03,2010,Qtr 2,April,9,1,High,1,0.6,Office Supplies,Large Box,Hoover Portapower™ Portable Vacuum,Appliances,64.26599999999999,2,South,1,21.46,2010,Qtr 2,April,11,Regular Air,49,Florida,4.48
Altamonte Springs,1,Sandy Hunt,Consumer,0.09,2010,Qtr 2,April,9,1,High,1,0.74,Technology,Small Box,Targus USB Numeric Keypad,Computer Peripherals,5.6916,7,South,1,267.69,2010,Qtr 2,April,11,Express Air,6.5,Florida,40.98
Altamonte Springs,1,Sandy Hunt,Consumer,0.09,2011,Qtr 1,January,1,1,Medium,1,0.37,Technology,Medium Box,"Soundgear Copyboard Conference Phone, Optional Battery",Office Machines,-71.176,2,South,1,397.7,2011,Qtr 1,January,3,Express Air,13.99,Florida,204.1
Alton,1,Ian L O'Donnell,Corporate,0.02,2011,Qtr 3,July,3,1,Medium,1,0.59,Office Supplies,Wrap Bag,Newell 323,Pens & Art Supplies,-30.54,10,Central,1,17.12,2011,Qtr 3,July,4,Regular Air,1.57,Illinois,1.68
Alton,1,Ian L O'Donnell,Corporate,0.1,2011,Qtr 3,July,3,1,Medium,1,0.47,Office Supplies,Wrap Bag,SANFORD Major Accent™ Highlighters,Pens & Art Supplies,23.82,14,Central,1,90.8,2011,Qtr 3,July,5,Regular Air,2.35,Illinois,7.08
Alton,1,Ian L O'Donnell,Corporate,0.07,2013,Qtr 2,June,12,1,Critical,1,0.57,Office Supplies,Small Pack,"Boston Electric Pencil Sharpener, Model 1818, Charcoal Black",Pens & Art Supplies,-15.463999999999999,4,Central,1,113.59,2013,Qtr 2,June,15,Express Air,8.99,Illinois,28.15
Alton,1,Kara Allison,Small Business,0.02,2010,Qtr 3,July,27,1,Not Specified,1,0.53,Furniture,Small Pack,"Eldon Regeneration Recycled Desk Accessories, Smoke",Office Furnishings,-37.39,5,Central,1,10.23,2010,Qtr 3,July,28,Regular Air,4.08,Illinois,1.74
Alton,1,Kara Allison,Small Business,0.07,2010,Qtr 4,November,25,1,Not Specified,1,0.4,Office Supplies,Small Box,"#10-4 1/8"" x 9 1/2"" Premium Diagonal Seam Envelopes",Envelopes,149.88869999999997,14,Central,1,217.23,2010,Qtr 4,November,26,Regular Air,1.39,Illinois,15.74
Alton,1,Kara Allison,Small Business,0.1,2013,Qtr 4,November,29,1,High,1,0.78,Office Supplies,Small Box,Fellowes Recycled Storage Drawers,Storage & Organization,973.57568,43,Central,1,4648.35,2013,Qtr 4,November,30,Regular Air,8.64,Illinois,111.03
Altoona,1,Erica Bynum,Small Business,0.1,2012,Qtr 2,June,3,1,Not Specified,1,0.57,Furniture,Large Box,"Lifetime Advantage™ Folding Chairs, 4/Carton",Chairs & Chairmats,906.336,8,East,1,1640.59,2012,Qtr 2,June,4,Regular Air,18.06,Pennsylvania,218.08
Altoona,1,Erica Bynum,Small Business,0.09,2013,Qtr 2,June,4,1,Critical,1,0.45,Technology,Small Box,US Robotics 56K V.92 Internal PCI Faxmodem,Computer Peripherals,-17.863999999999997,12,East,1,595.19,2013,Qtr 2,June,6,Express Air,19.99,Pennsylvania,49.99
Altoona,1,Erica Bynum,Small Business,0.01,2013,Qtr 3,August,24,1,Medium,1,0.37,Office Supplies,Small Box,Xerox 1937,Paper,132.91984,4,East,1,197.35,2013,Qtr 3,August,25,Regular Air,5.79,Pennsylvania,48.04
Altoona,1,Jordan Berry,Small Business,0.07,2010,Qtr 3,July,12,1,High,1,0.84,Office Supplies,Large Box,Tennsco Commercial Shelving,Storage & Organization,-96.16,1,East,1,28.05,2010,Qtr 3,July,13,Regular Air,35,Pennsylvania,20.34
Altoona,1,Jordan Berry,Small Business,0.04,2010,Qtr 3,July,12,1,High,1,0.38,Technology,Jumbo Drum,Lexmark Z55se Color Inkjet Printer,Office Machines,-173.0952,2,East,1,191.1,2010,Qtr 3,July,13,Delivery Truck,28,Pennsylvania,90.97
Altoona,1,Jordan Berry,Small Business,0.02,2010,Qtr 3,July,27,1,Not Specified,1,0.38,Office Supplies,Small Box,Round Specialty Laser Printer Labels,Labels,104.7213,12,East,1,151.77,2010,Qtr 3,July,27,Regular Air,0.49,Pennsylvania,12.53
Altoona,1,Jordan Berry,Small Business,0.07,2010,Qtr 3,July,27,1,Not Specified,1,0.36,Office Supplies,Wrap Bag,Array® Memo Cubes,Paper,37.31,11,East,1,57.13,2010,Qtr 3,July,29,Express Air,2.04,Pennsylvania,5.18
Altoona,1,Jordan Berry,Small Business,0.09,2012,Qtr 4,December,26,1,Low,1,0.35,Office Supplies,Wrap Bag,Staples Bulk Pack Metal Binder Clips,Rubber Bands,80.79899999999999,21,East,1,117.1,2012,Qtr 4,December,28,Regular Air,1.82,Pennsylvania,6.08
Altus,1,Danielle Kramer,Home Office,0.05,2010,Qtr 2,June,11,1,Critical,1,0.4,Office Supplies,Small Box,Xerox 1928,Paper,-11.376000000000001,1,Central,1,7.15,2010,Qtr 2,June,12,Regular Air,6.26,Oklahoma,5.28
Altus,1,Danielle Kramer,Home Office,0.03,2013,Qtr 2,June,11,1,Critical,1,0.56,Technology,Small Box,8860,Telephones and Communication,313.8264,9,Central,1,520.74,2013,Qtr 2,June,12,Regular Air,5.26,Oklahoma,65.99
Altus,1,Danielle Kramer,Home Office,0.07,2013,Qtr 3,August,17,1,Low,1,0.82,Office Supplies,Large Box,Tennsco Regal Shelving Units,Storage & Organization,-168.26016,5,Central,1,493.77,2013,Qtr 3,August,17,Regular Air,35,Oklahoma,101.41
Amarillo,1,Malcolm Robertson,Consumer,0.07,2013,Qtr 2,May,20,1,Not Specified,1,0.57,Furniture,Large Box,Electrix Fluorescent Magnifier Lamps & Weighted Base,Office Furnishings,230.63939999999997,7,Central,1,334.26,2013,Qtr 2,May,22,Regular Air,10.25,Texas,49.34
Amarillo,1,Malcolm Robertson,Consumer,0.01,2013,Qtr 2,May,20,1,Not Specified,1,0.46,Furniture,Wrap Bag,Coloredge Poster Frame,Office Furnishings,43.3803,6,Central,1,62.87,2013,Qtr 2,May,22,Regular Air,2.06,Texas,10.06
Amarillo,1,Malcolm Robertson,Corporate,0.06,2010,Qtr 4,November,24,1,Critical,1,0.6,Furniture,Jumbo Drum,"Global Stack Chair without Arms, Black",Chairs & Chairmats,55.888000000000034,41,Central,1,1033.56,2010,Qtr 4,November,25,Delivery Truck,14.36,Texas,25.98
Amarillo,1,Malcolm Robertson,Corporate,0.1,2013,Qtr 4,October,31,1,Critical,1,0.65,Furniture,Jumbo Box,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",Bookcases,-432.54,7,Central,1,934.74,2013,Qtr 4,November,1,Delivery Truck,53.48,Texas,140.98
Amarillo,1,Malcolm Robertson,Corporate,0.1,2013,Qtr 4,October,31,1,Critical,1,0.64,Furniture,Medium Box,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",Office Furnishings,-210.7835,1,Central,1,168.8,2013,Qtr 4,November,2,Regular Air,19.99,Texas,172.99
Amarillo,1,Sheryl Marsh,Home Office,0.01,2010,Qtr 4,November,25,1,Medium,1,0.38,Office Supplies,Wrap Bag,"Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6” x 11”",Paper,0.3460000000000001,3,Central,1,21.93,2010,Qtr 4,November,26,Regular Air,1.6,Texas,6.98
American Fork,1,Frederick Lehman,Consumer,0.07,2012,Qtr 4,November,16,1,Not Specified,1,0.36,Office Supplies,Small Box,Xerox 1949,Paper,16.852000000000018,36,West,1,170.78,2012,Qtr 4,November,18,Regular Air,4.72,Utah,4.98
American Fork,1,Frederick Lehman,Consumer,0.01,2012,Qtr 4,November,16,1,Not Specified,1,0.56,Technology,Small Box,T65,Telephones and Communication,160.1776000000001,3,West,1,504.67,2012,Qtr 4,November,18,Regular Air,4.2,Utah,195.99
American Fork,1,Frederick Lehman,Consumer,0.05,2013,Qtr 1,February,7,1,Medium,1,0.4,Office Supplies,Small Box,Xerox 1962,Paper,-92.42,11,West,1,49.56,2013,Qtr 1,February,8,Regular Air,4.79,Utah,4.28
American Fork,1,Frederick Lehman,Consumer,0.09,2013,Qtr 2,June,3,1,Low,1,0.61,Office Supplies,Jumbo Drum,"Tennsco Lockers, Sand",Storage & Organization,-356.616,5,West,1,117.54,2013,Qtr 2,June,3,Delivery Truck,45,Utah,20.98
American Fork,1,Frederick Lehman,Consumer,0.09,2013,Qtr 2,June,3,1,Low,1,0.36,Office Supplies,Small Box,Xerox 1993,Paper,-68.232,6,West,1,43.14,2013,Qtr 2,June,10,Express Air,9.68,Utah,6.48
American Fork,1,Frederick Lehman,Consumer,0.04,2013,Qtr 2,June,3,1,Low,1,0.59,Technology,Small Box,SC-3160,Telephones and Communication,-164.9208,3,West,1,167.64,2013,Qtr 2,June,5,Regular Air,8.99,Utah,65.99
American Fork,1,Lillian Davis,Small Business,0.09,2013,Qtr 4,December,18,1,High,1,0.68,Furniture,Wrap Bag,Tenex B1-RE Series Chair Mats for Low Pile Carpets,Office Furnishings,384.5508,13,West,1,557.32,2013,Qtr 4,December,19,Regular Air,4.8,Utah,45.98
Ames,1,Annette Cline,Corporate,0.03,2012,Qtr 4,October,22,1,Not Specified,1,0.52,Office Supplies,Wrap Bag,Dixon Ticonderoga Core-Lock Colored Pencils,Pens & Art Supplies,55.8624,15,Central,1,144.28,2012,Qtr 4,October,23,Regular Air,2.25,Iowa,9.11
Ames,1,Annette Cline,Corporate,0.01,2012,Qtr 4,October,22,1,Not Specified,1,0.58,Technology,Small Box,CF 688,Telephones and Communication,45.06804,7,Central,1,946.42,2012,Qtr 4,October,24,Regular Air,8.99,Iowa,155.99
Ames,1,Samantha Hall,Consumer,0.08,2011,Qtr 2,May,28,1,Medium,1,0.62,Furniture,Jumbo Box,"Bush Westfield Collection Bookcases, Fully Assembled",Bookcases,-160.46,1,Central,1,112.28,2011,Qtr 2,May,29,Delivery Truck,35.84,Iowa,100.98
Ames,1,Samantha Hall,Consumer,0,2011,Qtr 2,May,28,1,Medium,1,0.38,Technology,Medium Box,Canon MP41DH Printing Calculator,Office Machines,16.81,3,Central,1,480.12,2011,Qtr 2,May,28,Regular Air,13.99,Iowa,150.98
Ames,1,Samantha Hall,Consumer,0.08,2012,Qtr 2,April,9,1,Low,1,0.37,Office Supplies,Small Box,Xerox 1885,Paper,315.49559999999997,10,Central,1,457.24,2012,Qtr 2,April,11,Regular Air,7.23,Iowa,48.04
Amesbury,1,Tom Moody,Consumer,0.08,2011,Qtr 3,August,4,1,Critical,1,0.52,Office Supplies,Medium Box,Holmes Odor Grabber,Appliances,-28.256800000000002,20,East,1,273.64,2011,Qtr 3,August,6,Regular Air,6.75,Massachusetts,14.42
Anacortes,1,Bonnie Potter,Corporate,0.01,2010,Qtr 3,July,7,1,High,1,0.54,Office Supplies,Wrap Bag,SANFORD Liquid Accent™ Tank-Style Highlighters,Pens & Art Supplies,4.56,4,West,1,13.01,2010,Qtr 3,July,8,Express Air,0.93,Washington,2.84
Anacortes,1,Bonnie Potter,Corporate,0.03,2011,Qtr 3,July,27,1,Not Specified,1,0.37,Office Supplies,Small Box,Xerox 1968,Paper,-47.64,7,West,1,49.92,2011,Qtr 3,July,28,Express Air,6.15,Washington,6.68
Anacortes,1,Bonnie Potter,Corporate,0.01,2011,Qtr 3,July,27,1,Not Specified,1,0.56,Office Supplies,Small Pack,Acme® Preferred Stainless Steel Scissors,"Scissors, Rulers and Trimmers",-30.51,7,West,1,41.64,2011,Qtr 3,July,28,Regular Air,3.6,Washington,5.68
Anacortes,1,Bonnie Potter,Corporate,0,2011,Qtr 3,July,27,1,Not Specified,1,0.59,Technology,Small Box,V70,Telephones and Communication,998.2022999999999,8,West,1,1446.67,2011,Qtr 3,July,27,Express Air,2.5,Washington,205.99
Anacortes,1,Bonnie Potter,Corporate,0.09,2011,Qtr 4,November,9,1,Medium,1,0.37,Office Supplies,Small Box,Xerox 194,Paper,1388.0522999999998,37,West,1,2011.67,2011,Qtr 4,November,11,Express Air,14.3,Washington,55.48
Anacortes,1,Bonnie Potter,Corporate,0.08,2013,Qtr 3,July,1,1,Low,1,0.38,Technology,Jumbo Drum,Canon S750 Color Inkjet Printer,Office Machines,1001.4452999999999,12,West,1,1451.37,2013,Qtr 3,July,8,Delivery Truck,26.3,Washington,120.97
Anacortes,1,Seth Grimes,Corporate,0.09,2013,Qtr 1,March,21,1,Not Specified,1,0.59,Office Supplies,Medium Box,Iris Project Case,Storage & Organization,-71.44,4,West,1,30.96,2013,Qtr 1,March,23,Regular Air,6.5,Washington,7.98
Anaheim,1,Anita Boyle,Consumer,0,2012,Qtr 2,June,22,1,Medium,1,0.71,Office Supplies,Small Box,Fellowes Staxonsteel® Drawer Files,Storage & Organization,1975.7160000000001,19,West,1,3825.29,2012,Qtr 2,June,22,Regular Air,19.99,California,193.17
Anaheim,1,Anita Boyle,Consumer,0.02,2013,Qtr 1,January,16,1,Medium,1,0.39,Office Supplies,Small Box,Avery 491,Labels,19.941,7,West,1,28.9,2013,Qtr 1,January,17,Regular Air,0.99,California,4.13
Anaheim,1,Anita Boyle,Consumer,0.02,2013,Qtr 1,January,16,1,Medium,1,0.58,Office Supplies,Small Box,Sterilite Officeware Hinged File Box,Storage & Organization,-134.168,10,West,1,105.65,2013,Qtr 1,January,16,Regular Air,6.91,California,10.48
Anaheim,1,Anita Boyle,Corporate,0.05,2013,Qtr 3,July,21,1,Not Specified,1,0.4,Office Supplies,Small Box,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),Paper,-87.81648000000001,13,West,1,71.71,2013,Qtr 3,July,22,Regular Air,5.66,California,5.28
Anaheim,1,Anita Boyle,Corporate,0.03,2013,Qtr 3,July,21,1,Not Specified,1,0.4,Technology,Jumbo Box,Hewlett-Packard Deskjet 940 REFURBISHED Color Inkjet Printer,Office Machines,469.9616,15,West,1,1200.38,2013,Qtr 3,July,23,Delivery Truck,30.06,California,80.97
Anaheim,1,Anita Boyle,Corporate,0.08,2013,Qtr 4,October,16,1,Low,1,0.59,Office Supplies,Small Pack,Boston 16801 Nautilus™ Battery Pencil Sharpener,Pens & Art Supplies,4.75,9,West,1,192.46,2013,Qtr 4,October,16,Regular Air,5.53,California,22.01
Anderson,1,Charlie Moore,Consumer,0.09,2010,Qtr 3,September,15,1,Critical,1,0.43,Furniture,Small Box,9-3/4 Diameter Round Wall Clock,Office Furnishings,-22.12,1,Central,1,17.44,2010,Qtr 3,September,17,Regular Air,8.78,Indiana,13.79
Anderson,1,Charlie Moore,Consumer,0.04,2010,Qtr 4,December,19,1,Critical,1,0.44,Furniture,Wrap Bag,3M Hangers With Command Adhesive,Office Furnishings,18,18,Central,1,67.24,2010,Qtr 4,December,20,Regular Air,1.61,Indiana,3.7
Anderson,1,Charlie Moore,Consumer,0.04,2010,Qtr 4,December,19,1,Critical,1,0.54,Technology,Small Pack,"80 Minute CD-R Spindle, 100/Pack - Staples",Computer Peripherals,484.84919999999994,18,Central,1,702.68,2010,Qtr 4,December,22,Regular Air,1.99,Indiana,39.48
Anderson,1,Charlie Moore,Consumer,0.08,2012,Qtr 1,February,4,1,High,1,0.38,Office Supplies,Small Box,Self-Adhesive Ring Binder Labels,Binders and Binder Accessories,-269.905,14,Central,1,47.29,2012,Qtr 1,February,6,Regular Air,6.83,Indiana,3.52
Anderson,1,Charlie Moore,Consumer,0.1,2013,Qtr 4,October,30,1,High,1,0.36,Office Supplies,Small Box,Wausau Papers Astrobrights® Colored Envelopes,Envelopes,5.66,8,Central,1,46.03,2013,Qtr 4,November,1,Regular Air,2.5,Indiana,5.98
Anderson,1,Charlie Moore,Consumer,0.01,2013,Qtr 4,October,30,1,High,1,0.55,Office Supplies,Wrap Bag,Newell 312,Pens & Art Supplies,42.34,17,Central,1,102.83,2013,Qtr 4,November,1,Regular Air,1.2,Indiana,5.84
Anderson,1,Christina Thompson,Consumer,0.01,2012,Qtr 2,April,29,1,Not Specified,1,0.6,Furniture,Jumbo Drum,Global Troy™ Executive Leather Low-Back Tilter,Chairs & Chairmats,1384.452,3,South,1,1502.79,2012,Qtr 2,April,30,Delivery Truck,26,South Carolina,500.98
Anderson,1,Christina Thompson,Consumer,0.1,2012,Qtr 2,April,29,1,Not Specified,1,0.55,Office Supplies,Small Pack,"Elite 5"" Scissors","Scissors, Rulers and Trimmers",-8.456,6,South,1,50.59,2012,Qtr 2,April,30,Regular Air,7.77,South Carolina,8.45
Anderson,1,Christina Thompson,Consumer,0.01,2012,Qtr 2,June,22,1,Critical,1,0.36,Office Supplies,Small Box,GBC Poly Designer Binding Covers,Binders and Binder Accessories,-244.63600000000002,13,South,1,221.82,2012,Qtr 2,June,23,Regular Air,5.08,South Carolina,16.74
Anderson,1,Christina Thompson,Consumer,0.02,2013,Qtr 3,July,22,1,Low,1,0.39,Office Supplies,Wrap Bag,White GlueTop Scratch Pads,Paper,41.334,11,South,1,169.31,2013,Qtr 3,July,27,Regular Air,1.97,South Carolina,15.04
Anderson,1,Christina Thompson,Corporate,0.09,2013,Qtr 4,October,9,1,Medium,1,0.35,Office Supplies,Small Box,Brown Kraft Recycled Envelopes,Envelopes,-231.87779999999998,24,South,1,377.31,2013,Qtr 4,October,11,Regular Air,12.39,South Carolina,16.98
Andover,1,Emily Adkins,Home Office,0.09,2011,Qtr 4,October,16,1,Not Specified,1,0.81,Office Supplies,Small Box,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",Storage & Organization,-131.1012,1,East,1,57.78,2011,Qtr 4,October,17,Regular Air,19.99,Massachusetts,52.99
Andover,1,Fred Yu,Corporate,0.05,2013,Qtr 2,April,4,1,Critical,1,0.38,Office Supplies,Small Box,"Acco Recycled 2"" Capacity Laser Printer Hanging Data Binders",Binders and Binder Accessories,-5.3705,4,East,1,56.7,2013,Qtr 2,April,6,Regular Air,7.17,Massachusetts,14.45
Ankeny,1,Jordan Marsh,Corporate,0.08,2011,Qtr 3,August,26,1,Low,1,0.75,Technology,Small Box,Belkin MediaBoard 104- Keyboard,Computer Peripherals,-22.8592,10,Central,1,274.78,2011,Qtr 3,August,28,Regular Air,4,Iowa,27.48
Ankeny,1,Jordan Marsh,Corporate,0.05,2012,Qtr 3,July,14,1,Not Specified,1,0.55,Technology,Small Box,6190,Telephones and Communication,-164.46099999999998,2,Central,1,109.77,2012,Qtr 3,July,14,Regular Air,2.5,Iowa,65.99
Ankeny,1,Jordan Marsh,Corporate,0.07,2013,Qtr 4,October,5,1,Critical,1,0.35,Office Supplies,Small Box,Wilson Jones DublLock® D-Ring Binders,Binders and Binder Accessories,2.822,7,Central,1,45.88,2013,Qtr 4,October,6,Regular Air,2.99,Iowa,6.75
Ann Arbor,1,Clara Bullock,Corporate,0.1,2012,Qtr 4,November,18,1,Low,1,0.64,Technology,Small Box,Micro Innovations 104 Keyboard,Computer Peripherals,20.964000000000013,16,Central,1,165.02,2012,Qtr 4,November,23,Regular Air,6.5,Michigan,10.97
Ann Arbor,1,Clara Bullock,Corporate,0.1,2013,Qtr 1,March,18,1,Critical,1,0.37,Office Supplies,Small Box,Xerox 1997,Paper,-291.59,12,Central,1,73.3,2013,Qtr 1,March,20,Regular Air,10.05,Michigan,6.48
