City Name,Customer ID,Customer Name,Customer Segment,Sum of Discount,First Name,Manager Performance Class,Year,Quarter,Month,Day,Count of Order ID,Product Category,Product Container,Product Name,Product Sub-Category,Sum of Profit,Region Code,Sum of Sales,Year,Quarter,Month,Day,Ship Mode,Sum of Shipping Cost,State,Sum of Unit Price,Count of Zip Code
Boca Raton,1267,Rosemary Branch,Corporate,0.08,Sam,Low,2010,Qtr 2,May,12,1,Furniture,Medium Box,SAFCO Folding Chair Trolley,Chairs & Chairmats,-379.344,SOUTH,366.44,2010,Qtr 2,May,13,Regular Air,12.65,Florida,128.24,1
Boca Raton,1267,Rosemary Branch,Corporate,0.04,Sam,Low,2010,Qtr 2,May,12,1,Technology,Small Pack,"Imation 3.5"" DS/HD IBM Formatted Diskettes, 10/Pack",Computer Peripherals,-1522.3039999999999,SOUTH,69.75,2010,Qtr 2,May,14,Regular Air,4.38,Florida,5.98,1
Boca Raton,1267,Rosemary Branch,Corporate,0.03,Sam,Low,2013,Qtr 1,January,12,1,Office Supplies,Small Box,GBC Standard Plastic Binding Systems Combs,Binders and Binder Accessories,-2.8840000000000003,SOUTH,10.45,2013,Qtr 1,January,13,Regular Air,5.6,Florida,8.85,1
Boynton Beach,1268,Stuart Bruce,Corporate,0.03,Sam,Low,2013,Qtr 3,August,8,1,Technology,Small Box,T60,Telephones and Communication,484.4286,SOUTH,633.15,2013,Qtr 3,August,8,Regular Air,4.9,Florida,95.99,1
Boynton Beach,1268,Stuart Bruce,Corporate,0.03,Sam,Low,2013,Qtr 4,November,4,1,Office Supplies,Small Box,Southworth 25% Cotton Linen-Finish Paper & Envelopes,Paper,-188.17680000000001,SOUTH,294.55,2013,Qtr 4,November,6,Express Air,9.86,Florida,9.06,1
Boynton Beach,1268,Stuart Bruce,Corporate,0.05,Sam,Low,2013,Qtr 4,November,4,1,Office Supplies,Wrap Bag,Newell 332,Pens & Art Supplies,-1914.808,SOUTH,69.03,2013,Qtr 4,November,6,Regular Air,1.05,Florida,2.94,1
Bradenton,1269,Janice Page,Corporate,0.07,Sam,Low,2012,Qtr 3,August,13,1,Office Supplies,Small Box,Fellowes 8 Outlet Superior Workstation Surge Protector w/o Phone/Fax/Modem Protection,Appliances,389.42999999999995,SOUTH,189.22,2012,Qtr 3,August,14,Regular Air,3.5,Florida,33.62,1
Bradenton,1346,Florence Walters,Home Office,0.03,Sam,Low,2011,Qtr 1,January,17,1,Office Supplies,Wrap Bag,Sanford Liquid Accent Highlighters,Pens & Art Supplies,-3.822,SOUTH,54.27,2011,Qtr 1,January,19,Regular Air,1.5,Florida,6.68,1
Bradenton,1346,Florence Walters,Home Office,0.04,Sam,Low,2012,Qtr 1,January,1,1,Office Supplies,Small Box,Xerox 1927,Paper,-298.452,SOUTH,19.38,2012,Qtr 1,January,2,Regular Air,6.72,Florida,4.28,1
Bradenton,1346,Florence Walters,Home Office,0.05,Sam,Low,2013,Qtr 2,June,20,1,Technology,Medium Box,Bell Sonecor JB700 Caller ID,Telephones and Communication,1.9872,SOUTH,77.62,2013,Qtr 2,June,21,Regular Air,5.03,Florida,7.99,1
Bradenton,1346,Florence Walters,Home Office,0.1,Sam,Low,2013,Qtr 4,November,1,1,Office Supplies,Small Pack,Kleencut® Forged Office Shears by Acme United Corporation,"Scissors, Rulers and Trimmers",-2.548,SOUTH,62.78,2013,Qtr 4,November,3,Regular Air,2.56,Florida,2.08,1
Brandon,1347,Vivian Goldstein,Home Office,0.1,Sam,Low,2010,Qtr 4,October,30,1,Office Supplies,Wrap Bag,Staples Metal Binder Clips,Rubber Bands,-94.4909,SOUTH,51.86,2010,Qtr 4,November,6,Regular Air,0.8,Florida,2.62,1
Brandon,1347,Vivian Goldstein,Home Office,0.07,Sam,Low,2013,Qtr 1,March,9,1,Office Supplies,Small Box,Portfile® Personal File Boxes,Storage & Organization,-874.006,SOUTH,125.75,2013,Qtr 1,March,9,Regular Air,9.47,Florida,17.7,1
Brandon,1347,Vivian Goldstein,Home Office,0.1,Sam,Low,2013,Qtr 1,March,9,1,Office Supplies,Small Box,Xerox 210,Paper,-313.45230000000004,SOUTH,64.78,2013,Qtr 1,March,11,Regular Air,7.37,Florida,6.48,1
Brandon,1347,Vivian Goldstein,Home Office,0.07,Sam,Low,2013,Qtr 2,April,13,1,Furniture,Jumbo Box,Bush Mission Pointe Library,Bookcases,-506.548,SOUTH,1140.96,2013,Qtr 2,April,15,Delivery Truck,66.27,Florida,150.98,1
Brentwood,3236,Heidi Best,Home Office,0.09,William,Low,2011,Qtr 1,March,5,1,Technology,Small Box,5185,Telephones and Communication,249.10199999999998,WEST,642.57,2011,Qtr 1,March,7,Regular Air,8.99,California,115.99,1
Brentwood,3236,Heidi Best,Home Office,0.08,William,Low,2012,Qtr 1,February,11,1,Furniture,Small Pack,"Eldon® 400 Class™ Desk Accessories, Black Carbon",Office Furnishings,-16.49,WEST,26.71,2012,Qtr 1,February,13,Regular Air,8.54,California,8.75,1
Brentwood,3236,Heidi Best,Home Office,0.02,William,Low,2012,Qtr 1,February,11,1,Office Supplies,Large Box,Belkin OmniView SE Rackmount Kit,Storage & Organization,-1087.36,WEST,361.18,2012,Qtr 1,February,13,Regular Air,35,California,35.48,1
Brentwood,3236,Heidi Best,Home Office,0.04,William,Low,2012,Qtr 1,February,11,1,Office Supplies,Small Box,"Array® Parchment Paper, Assorted Colors",Paper,-270.96,WEST,81.77,2012,Qtr 1,February,12,Express Air,11.15,California,7.28,1
Brentwood,3236,Heidi Best,Home Office,0.05,William,Low,2013,Qtr 1,March,5,1,Office Supplies,Wrap Bag,Newell 333,Pens & Art Supplies,-3.67,WEST,10.91,2013,Qtr 1,March,5,Regular Air,0.97,California,2.78,1
Brentwood,3241,Terri Link,Small Business,0.08,William,Low,2011,Qtr 3,September,21,1,Office Supplies,Small Box,Southworth Structures Collection™,Paper,-16.46,WEST,23.24,2011,Qtr 3,September,22,Regular Air,5.47,California,7.28,1
Brentwood,3241,Terri Link,Small Business,0.08,William,Low,2012,Qtr 1,March,15,1,Furniture,Wrap Bag,Eldon® 500 Class™ Desk Accessories,Office Furnishings,20.67,WEST,73.82,2012,Qtr 1,March,17,Regular Air,6.2,California,12.07,1
Bridgeton,1330,Edwin Riddle,Small Business,0.03,Erin,Low,2013,Qtr 1,January,15,1,Office Supplies,Small Box,Strathmore Photo Mount Cards,Paper,-115.94,EAST,83.05,2013,Qtr 1,January,17,Regular Air,6.18,New Jersey,6.78,1
Bridgeton,1785,Gayle Peterson,Corporate,0.02,Erin,Low,2013,Qtr 4,December,12,1,Furniture,Small Pack,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",Office Furnishings,634.0893,EAST,918.97,2013,Qtr 4,December,14,Regular Air,8.99,New Jersey,99.23,1
Brooklyn,519,Beverly Keith,Home Office,0.02,Erin,Low,2012,Qtr 3,July,12,1,Office Supplies,Small Box,Avery 508,Labels,3.14,EAST,9.72,2012,Qtr 3,July,19,Regular Air,0.5,New York,4.91,1
Brooklyn,519,Beverly Keith,Home Office,0.02,Erin,Low,2012,Qtr 3,July,12,1,Office Supplies,Small Pack,Boston 16801 Nautilus™ Battery Pencil Sharpener,Pens & Art Supplies,19.37,EAST,115.22,2012,Qtr 3,July,17,Regular Air,5.53,New York,22.01,1
Brooklyn,764,Judy Kirk,Consumer,0.05,Erin,Low,2013,Qtr 2,April,16,1,Office Supplies,Small Box,Avery 510,Labels,15.5733,EAST,22.57,2013,Qtr 2,April,17,Regular Air,0.5,New York,3.75,1
Brooklyn,764,Judy Kirk,Consumer,0.1,Erin,Low,2013,Qtr 2,May,12,1,Office Supplies,Wrap Bag,"Dixon Ticonderoga Core-Lock Colored Pencils, 48-Color Set",Pens & Art Supplies,77.45,EAST,366.34,2013,Qtr 2,May,13,Regular Air,13.89,New York,36.55,1
Brooklyn,764,Judy Kirk,Consumer,0.06,Erin,Low,2013,Qtr 3,July,23,1,Office Supplies,Wrap Bag,Array® Memo Cubes,Paper,24.523519999999998,EAST,54.26,2013,Qtr 3,July,25,Regular Air,2.04,New York,5.18,1
Brooklyn,764,Judy Kirk,Consumer,0,Erin,Low,2013,Qtr 4,October,16,1,Office Supplies,Wrap Bag,Newell 326,Pens & Art Supplies,-1.02,EAST,9.68,2013,Qtr 4,October,18,Regular Air,0.7,New York,1.76,1
Buffalo,765,Ruby Goodwin,Consumer,0.02,Erin,Low,2013,Qtr 2,May,12,1,Furniture,Jumbo Drum,"Barricks Non-Folding Utility Table with Steel Legs, Laminate Tops",Tables,65.24685,EAST,222.62,2013,Qtr 2,May,14,Delivery Truck,60,New York,85.29,1
Buffalo,765,Ruby Goodwin,Consumer,0.1,Erin,Low,2013,Qtr 2,May,12,1,Technology,Small Box,StarTAC Analog,Telephones and Communication,317.196,EAST,812.79,2013,Qtr 2,May,14,Regular Air,8.99,New York,65.99,1
Buffalo,1002,Kathleen S Erickson,Home Office,0.05,Erin,Low,2011,Qtr 2,May,25,1,Office Supplies,Small Box,Xerox 1898,Paper,-15,EAST,8.84,2011,Qtr 2,May,26,Regular Air,6.92,New York,6.68,1
Buffalo,1002,Kathleen S Erickson,Home Office,0.02,Erin,Low,2011,Qtr 2,May,25,1,Technology,Small Box,5165,Telephones and Communication,1250.2593,EAST,1811.97,2011,Qtr 2,May,26,Regular Air,4.99,New York,175.99,1
Buffalo,1002,Kathleen S Erickson,Home Office,0.07,Erin,Low,2011,Qtr 2,May,25,1,Technology,Small Pack,"Imation 3.5 IBM Formatted Diskettes, 10/Box",Computer Peripherals,-63.76,EAST,94.62,2011,Qtr 2,May,27,Regular Air,2.38,New York,8.32,1
Buffalo,1002,Kathleen S Erickson,Home Office,0.04,Erin,Low,2011,Qtr 2,May,25,1,Technology,Small Pack,"Verbatim DVD-RAM, 9.4GB, Rewritable, Type 1, DS, DataLife Plus",Computer Peripherals,8.95,EAST,185.68,2011,Qtr 2,May,26,Regular Air,1.99,New York,45.19,1
Bullhead City,2699,Marcia Greenberg,Corporate,0.06,William,Low,2010,Qtr 2,May,22,1,Office Supplies,Small Box,Cardinal Holdit Business Card Pockets,Binders and Binder Accessories,-103.224,WEST,78.99,2010,Qtr 2,May,24,Regular Air,4.95,Arizona,4.98,1
Bullhead City,2699,Marcia Greenberg,Corporate,0.04,William,Low,2010,Qtr 4,October,8,1,Furniture,Jumbo Box,"Hon Metal Bookcases, Black",Bookcases,-84.6288,WEST,1345.33,2010,Qtr 4,October,10,Delivery Truck,26.74,Arizona,70.98,1
Bullhead City,2699,Marcia Greenberg,Corporate,0.1,William,Low,2013,Qtr 4,October,27,1,Technology,Medium Box,"Polycom Soundstation EX Audio-Conferencing Telephone, Black",Office Machines,-221.7804,WEST,3635.97,2013,Qtr 4,October,28,Regular Air,13.99,Arizona,999.99,1
Bullhead City,2699,Marcia Greenberg,Home Office,0.08,William,Low,2011,Qtr 2,June,18,1,Technology,Jumbo Box,Okidata ML320 Series Turbo Dot Matrix Printers,Office Machines,2904.6998999999996,WEST,4209.71,2011,Qtr 2,June,20,Delivery Truck,12.06,Arizona,399.98,1
Bullhead City,2699,Marcia Greenberg,Home Office,0.07,William,Low,2013,Qtr 3,August,14,1,Office Supplies,Small Box,Avery® Durable Slant Ring Binders With Label Holder,Binders and Binder Accessories,-18.445908000000003,WEST,98.68,2013,Qtr 3,August,15,Regular Air,2.99,Arizona,4.18,1
Bullhead City,2699,Marcia Greenberg,Small Business,0.03,William,Low,2011,Qtr 3,August,10,1,Technology,Small Box,StarTAC ST7762,Telephones and Communication,1608.4175999999998,WEST,2331.04,2011,Qtr 3,August,12,Regular Air,8.08,Arizona,125.99,1
Bullhead City,2699,Marcia Greenberg,Small Business,0.09,William,Low,2013,Qtr 1,January,15,1,Office Supplies,Wrap Bag,"It's Hot Message Books with Stickers, 2 3/4"" x 5""",Paper,39.7164,WEST,57.56,2013,Qtr 1,January,17,Regular Air,1.71,Arizona,7.4,1
Burbank,3242,Cynthia Gross,Small Business,0,William,Low,2013,Qtr 1,January,11,1,Furniture,Jumbo Box,Bevis Round Conference Table Top & Single Column Base,Tables,-23.324399999999997,WEST,485.08,2013,Qtr 1,January,13,Delivery Truck,43.75,California,146.34,1
Burbank,3242,Cynthia Gross,Small Business,0.1,William,Low,2013,Qtr 4,October,1,1,Office Supplies,Wrap Bag,*Staples* Letter Opener,"Scissors, Rulers and Trimmers",-195.93,WEST,46.22,2013,Qtr 4,October,5,Regular Air,5,California,2.18,1
Calexico,3354,Sara Faulkner,Corporate,0.03,William,Low,2010,Qtr 2,May,16,1,Office Supplies,Small Box,Lock-Up Easel 'Spel-Binder',Binders and Binder Accessories,137.67569999999998,WEST,199.53,2010,Qtr 2,May,17,Regular Air,1.49,California,28.53,1
Calexico,3354,Sara Faulkner,Corporate,0.07,William,Low,2010,Qtr 2,May,16,1,Office Supplies,Small Box,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),Paper,-62,WEST,37.05,2010,Qtr 2,May,18,Regular Air,7.15,California,5.98,1
Calexico,3354,Sara Faulkner,Corporate,0.04,William,Low,2010,Qtr 3,September,27,1,Office Supplies,Small Box,Avery 487,Labels,47.52719999999999,WEST,68.88,2010,Qtr 3,September,29,Regular Air,0.5,California,3.69,1
Calexico,3354,Sara Faulkner,Corporate,0.09,William,Low,2011,Qtr 2,June,21,1,Office Supplies,Small Box,Filing/Storage Totes and Swivel Casters,Storage & Organization,-121.44000000000001,WEST,87.84,2011,Qtr 2,June,22,Regular Air,9.45,California,9.71,1
Calexico,3354,Sara Faulkner,Corporate,0.01,William,Low,2011,Qtr 3,August,2,1,Furniture,Small Pack,3M Polarizing Light Filter Sleeves,Office Furnishings,41.6277,WEST,60.33,2011,Qtr 3,August,4,Regular Air,3.77,California,18.65,1
Calexico,3354,Sara Faulkner,Corporate,0.06,William,Low,2011,Qtr 3,August,2,1,Office Supplies,Small Box,Home/Office Personal File Carts,Storage & Organization,177.62959999999998,WEST,373.2,2011,Qtr 3,August,4,Express Air,5.49,California,34.76,1
Calexico,3354,Sara Faulkner,Corporate,0.05,William,Low,2011,Qtr 3,September,7,1,Office Supplies,Small Box,Fellowes Binding Cases,Binders and Binder Accessories,1.1560000000000001,WEST,73.29,2011,Qtr 3,September,9,Regular Air,5.63,California,11.7,1
Calexico,3354,Sara Faulkner,Corporate,0.04,William,Low,2012,Qtr 3,August,2,1,Office Supplies,Small Box,Belkin F5C206VTEL 6 Outlet Surge,Appliances,13.542000000000002,WEST,78.97,2012,Qtr 3,August,3,Express Air,4.5,California,22.98,1
Camarillo,3355,Glenda Simon,Corporate,0.1,William,Low,2010,Qtr 1,February,28,1,Office Supplies,Small Box,GBC VeloBinder Electric Binding Machine,Binders and Binder Accessories,379.3965,WEST,549.85,2010,Qtr 1,March,9,Regular Air,9.07,California,120.98,1
Camarillo,3355,Glenda Simon,Corporate,0.1,William,Low,2010,Qtr 1,February,28,1,Technology,Small Box,V3682,Telephones and Communication,372.402,WEST,681.42,2010,Qtr 1,February,28,Regular Air,4.2,California,125.99,1
Camarillo,3355,Glenda Simon,Corporate,0.08,William,Low,2010,Qtr 1,February,28,1,Technology,Small Pack,"Imation 3.5 IBM Formatted Diskettes, 10/Box",Computer Peripherals,-41.83,WEST,48.99,2010,Qtr 1,March,4,Express Air,2.38,California,8.32,1
Camarillo,3355,Glenda Simon,Corporate,0.01,William,Low,2011,Qtr 1,January,8,1,Technology,Medium Box,Sharp EL500L Fraction Calculator,Office Machines,-6.008916,WEST,115.94,2011,Qtr 1,January,8,Regular Air,7.51,California,13.99,1
Camarillo,3355,Glenda Simon,Corporate,0.03,William,Low,2013,Qtr 2,April,9,1,Office Supplies,Small Box,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",Envelopes,65.2878,WEST,94.62,2013,Qtr 2,April,10,Regular Air,1.39,California,7.64,1
Camarillo,3355,Glenda Simon,Corporate,0.01,William,Low,2013,Qtr 3,August,2,1,Office Supplies,Medium Box,Bionaire Personal Warm Mist Humidifier/Vaporizer,Appliances,193.94519999999997,WEST,281.08,2013,Qtr 3,August,4,Regular Air,5.1,California,46.89,1
Camden,9,Lorraine Houston,Home Office,0.1,Erin,Low,2012,Qtr 4,December,25,1,Furniture,Jumbo Box,Riverside Furniture Stanwyck Manor Table Series,Tables,-346.6151975000001,EAST,1794.27,2012,Qtr 4,December,27,Delivery Truck,61.76,New Jersey,286.85,1
Camden,1163,Clifford Morrow,Corporate,0.02,Erin,Low,2011,Qtr 1,February,1,1,Office Supplies,Small Box,"#10-4 1/8"" x 9 1/2"" Premium Diagonal Seam Envelopes",Envelopes,57.477,EAST,83.3,2011,Qtr 1,February,2,Regular Air,1.39,New Jersey,15.74,1
Carlsbad,1852,Joy Kaplan McNeill,Corporate,0.09,William,Low,2011,Qtr 2,April,10,1,Office Supplies,Small Box,"Tenex Personal Project File with Scoop Front Design, Black",Storage & Organization,-24.44,WEST,87.9,2011,Qtr 2,April,14,Regular Air,4.51,California,13.48,1
Carlsbad,1852,Joy Kaplan McNeill,Corporate,0,William,Low,2011,Qtr 2,April,10,1,Office Supplies,Small Box,Xerox 1966,Paper,-84.33,WEST,54.02,2011,Qtr 2,April,12,Regular Air,6.65,California,6.48,1
Carlsbad,1852,Joy Kaplan McNeill,Corporate,0.09,William,Low,2011,Qtr 2,April,10,1,Technology,Small Box,8890,Telephones and Communication,-182.974,WEST,274.54,2011,Qtr 2,April,12,Regular Air,5.92,California,115.99,1
Carlsbad,1852,Joy Kaplan McNeill,Corporate,0.09,William,Low,2012,Qtr 2,April,20,1,Furniture,Jumbo Box,"Chromcraft 48"" x 96"" Racetrack Double Pedestal Table",Tables,104.48,WEST,908.91,2012,Qtr 2,April,22,Delivery Truck,29.2,California,320.64,1
Carlsbad,1852,Joy Kaplan McNeill,Corporate,0.04,William,Low,2012,Qtr 2,April,20,1,Furniture,Small Box,Howard Miller Distant Time Traveler Alarm Clock,Office Furnishings,-5.179999999999993,WEST,139.97,2012,Qtr 2,April,27,Regular Air,19.46,California,27.42,1
Carlsbad,1852,Joy Kaplan McNeill,Corporate,0,William,Low,2013,Qtr 2,June,2,1,Furniture,Small Box,Eldon® Wave Desk Accessories,Office Furnishings,-120.92,WEST,35.02,2013,Qtr 2,June,7,Regular Air,5.33,California,2.08,1
Carlsbad,1852,Joy Kaplan McNeill,Home Office,0.06,William,Low,2010,Qtr 3,September,19,1,Office Supplies,Small Box,Xerox 23,Paper,-28.45,WEST,68.34,2010,Qtr 3,September,21,Express Air,5.14,California,6.48,1
Carol City,1350,Jackie Burke,Home Office,0,Sam,Low,2010,Qtr 4,October,17,1,Furniture,Small Pack,Advantus Panel Wall Certificate Holder - 8.5x11,Office Furnishings,-172.298,SOUTH,56.24,2010,Qtr 4,October,18,Express Air,6.02,Florida,12.2,1
Carol City,1350,Jackie Burke,Home Office,0.07,Sam,Low,2012,Qtr 2,May,12,1,Furniture,Jumbo Drum,Hon Deluxe Fabric Upholstered Stacking Chairs,Chairs & Chairmats,101.4984,SOUTH,4035.94,2012,Qtr 2,May,13,Delivery Truck,62.94,Florida,243.98,1
Carol City,1350,Jackie Burke,Home Office,0.06,Sam,Low,2012,Qtr 4,November,19,1,Office Supplies,Small Box,Xerox 217,Paper,-2609.712,SOUTH,80.85,2012,Qtr 4,November,21,Regular Air,8.19,Florida,6.48,1
Carol City,1350,Jackie Burke,Home Office,0.03,Sam,Low,2012,Qtr 4,November,19,1,Technology,Medium Box,1726 Digital Answering Machine,Telephones and Communication,-0.43400000000000316,SOUTH,480.51,2012,Qtr 4,November,20,Regular Air,4.81,Florida,20.99,1
Carteret,928,Jan Massey,Small Business,0.04,Erin,Low,2011,Qtr 1,January,13,1,Office Supplies,Wrap Bag,Newell 342,Pens & Art Supplies,-143.2572,EAST,36,2011,Qtr 1,January,15,Regular Air,3.97,New Jersey,3.28,1
Carteret,3312,Robyn Stanley,Small Business,0.06,Erin,Low,2012,Qtr 1,January,22,1,Technology,Small Pack,"Memorex 'Cool' 80 Minute CD-R Spindle, 25/Pack",Computer Peripherals,98.3388,EAST,142.52,2012,Qtr 1,January,23,Regular Air,1.99,New Jersey,17.48,1
Casas Adobes,2700,Dean Rosenberg,Corporate,0.09,William,Low,2013,Qtr 1,March,30,1,Office Supplies,Wrap Bag,OIC Thumb-Tacks,Rubber Bands,-2.66,WEST,5.57,2013,Qtr 1,March,30,Regular Air,0.7,Arizona,1.14,1
Casas Adobes,2700,Dean Rosenberg,Small Business,0.02,William,Medium,2012,Qtr 4,November,2,1,Furniture,Jumbo Box,Hon 94000 Series Round Tables,Tables,1537.074,WEST,6497.47,2012,Qtr 4,November,3,Delivery Truck,54.12,Arizona,296.18,1
Casselberry,1363,Earl Roy,Consumer,0.05,Sam,Low,2010,Qtr 1,February,4,1,Office Supplies,Small Box,"Mead 1st Gear 2"" Zipper Binder, Asst. Colors",Binders and Binder Accessories,5.465999999999999,SOUTH,26.37,2010,Qtr 1,February,6,Regular Air,1.49,Florida,12.97,1
Casselberry,1363,Earl Roy,Consumer,0.06,Sam,Low,2010,Qtr 1,February,4,1,Office Supplies,Wrap Bag,"Advantus Push Pins, Aluminum Head",Rubber Bands,-149.1182,SOUTH,53.44,2010,Qtr 1,February,6,Regular Air,3.37,Florida,5.81,1
Casselberry,1363,Earl Roy,Consumer,0.03,Sam,Low,2011,Qtr 2,May,20,1,Furniture,Wrap Bag,Eldon® 500 Class™ Desk Accessories,Office Furnishings,-71.75,SOUTH,166.62,2011,Qtr 2,May,21,Regular Air,6.2,Florida,12.07,1
Casselberry,1363,Earl Roy,Consumer,0.09,Sam,Low,2012,Qtr 4,November,19,1,Office Supplies,Small Box,Xerox 1993,Paper,15.864,SOUTH,94.66,2012,Qtr 4,November,21,Regular Air,9.68,Florida,6.48,1
Casselberry,1363,Earl Roy,Home Office,0.06,Sam,Low,2012,Qtr 3,September,13,1,Office Supplies,Small Box,Fellowes Black Plastic Comb Bindings,Binders and Binder Accessories,0.5639999999999996,SOUTH,71.45,2012,Qtr 3,September,14,Express Air,8.49,Florida,5.81,1
Centereach,1003,Jessie Coble,Home Office,0,Erin,Low,2013,Qtr 1,February,17,1,Technology,Jumbo Drum,Canon S750 Color Inkjet Printer,Office Machines,968.8220999999999,EAST,1404.09,2013,Qtr 1,February,24,Delivery Truck,26.3,New York,120.97,1
Centereach,1025,Patrick Hendrix,Small Business,0.01,Erin,High,2013,Qtr 4,December,1,1,Technology,Large Box,Canon imageCLASS 2200 Advanced Copier,Copiers and Fax,6643.55328,EAST,18537.69,2013,Qtr 4,December,4,Regular Air,24.49,New York,3499.99,1
Centereach,1025,Patrick Hendrix,Small Business,0.02,Erin,Low,2011,Qtr 3,September,3,1,Furniture,Jumbo Drum,"Global Leather & Oak Executive Chair, Burgundy",Chairs & Chairmats,-423.2,EAST,821.22,2011,Qtr 3,September,4,Delivery Truck,60.2,New York,150.89,1
Centereach,1025,Patrick Hendrix,Small Business,0,Erin,Low,2012,Qtr 1,February,15,1,Office Supplies,Wrap Bag,"Dixon My First Ticonderoga Pencil, #2",Pens & Art Supplies,-1.09,EAST,36.04,2012,Qtr 1,February,17,Regular Air,2.27,New York,5.85,1
Centereach,1025,Patrick Hendrix,Small Business,0.07,Erin,Low,2012,Qtr 4,November,8,1,Office Supplies,Small Box,GBC Plastic Binding Combs,Binders and Binder Accessories,53.960300000000075,EAST,203.87,2012,Qtr 4,November,11,Regular Air,11.51,New York,7.38,1
Centereach,1025,Patrick Hendrix,Small Business,0,Erin,Low,2013,Qtr 4,December,1,1,Furniture,Jumbo Drum,"Global Leather Task Chair, Black",Chairs & Chairmats,-203.45471999999995,EAST,1911.3,2013,Qtr 4,December,2,Delivery Truck,42,New York,89.99,1
Centereach,1025,Patrick Hendrix,Small Business,0.06,Erin,Low,2013,Qtr 4,December,1,1,Office Supplies,Small Box,"IBM Multi-Purpose Copy Paper, 8 1/2 x 11"", Case",Paper,448.4724,EAST,649.96,2013,Qtr 4,December,1,Regular Air,5.76,New York,30.98,1
Centereach,1025,Patrick Hendrix,Small Business,0.08,Erin,Medium,2012,Qtr 4,November,8,1,Furniture,Jumbo Drum,Global Commerce™ Series High-Back Swivel/Tilt Chairs,Chairs & Chairmats,1010.9000000000001,EAST,5668.64,2012,Qtr 4,November,9,Delivery Truck,69.55,New York,284.98,1
Central Islip,1026,Eugene Kerr,Small Business,0.08,Erin,Low,2010,Qtr 3,August,7,1,Technology,Small Box,i500plus,Telephones and Communication,624.4016399999999,EAST,1137.6,2010,Qtr 3,August,7,Regular Air,5.92,New York,65.99,1
